H2,CO,C2H4,C2H6,CH4,C2H2,CO2,H2O,TDCG,Rogers Ratios,Duval’s Triangle,Japan ETRA diagram,Transformer condition,Warning gases,Fault
141.5864109,1302.617192,71.74223971,14.42695805,117.2203738,4.518150849,5169.49709,24.3627549,1089.478509,-,PD,No diagnosis available,Warning,-,Overheating
44.68082004,286.7948378,66.561621,274.6145291,32.39739996,4.061867927,1559.930224,29.18354659,1260.873771,-,PD,Discharges + overheating,Warning,-,Overheating
1.391275076,768.5666329,77.50715943,274.9539643,91.78405137,0.270455019,2567.505075,15.83351601,68.12025914,-,PD,No diagnosis available,Warning,-,PD
88.31711294,671.1082151,32.63674236,96.74108115,0.28491492,0.423513778,3420.868381,48.5717027,39.74082626,-,-,Discharges + overheating,Warning,CO? & CO,PD
20.07173449,951.8477739,82.86501579,147.3270399,83.6081011,0.067054696,634.0632738,5.476790599,289.7960556,-,Electrical and thermal fault,Thermal fault LOW temperature,Warning,Carbon Dioxide (CO?),PD
130.0763581,207.3180463,24.95360916,246.672286,144.3307672,1.907555319,2476.829415,15.50404634,10.17014783,-,Thermal fault 300°C-700°C,-,Warning,CO? & CO,Overheating
145.9490947,576.1399563,98.92937795,146.9810906,146.8367749,4.446865067,9628.98277,48.72513486,962.0317562,-,-,No diagnosis available,Warning,CO,Overheating
57.08219346,750.2547378,30.24664907,387.7923022,103.2768389,1.052864776,1544.02066,29.85718299,672.7842912,-,PD,Thermal fault LOW temperature,Warning,C?H?,Thermal
24.72150375,1103.219963,97.82361005,207.7260219,119.0966916,3.092381751,9974.513176,9.151279093,1446.99703,-,Thermal fault 300°C-700°C,No diagnosis available,Warning,CO? & CO,Arcing
72.44760552,297.1899611,48.74131038,116.5511216,11.78021919,2.638960995,8253.138416,28.85339098,201.0901027,-,Electrical and thermal fault,Thermal fault LOW temperature,Warning,Ethane & Carbon Dioxide,Overheating
131.7970005,126.1255385,67.98199168,217.0866322,9.868648726,1.205580703,2684.055744,19.12272178,118.618394,-,Thermal fault,Discharges + overheating,Warning,Ethane & Carbon Dioxide,Arcing
42.36326859,1147.652664,25.32720601,182.9103354,97.4685464,0.641612562,10782.15112,39.25234698,223.3059598,-,Thermal fault,-,Warning,CO,Arcing
115.4853178,105.6917842,12.45583864,164.0005681,145.8497155,2.765358363,6287.933347,41.66964378,34.48033083,-,Thermal fault,-,Warning,CO,Arcing
59.35370338,1460.374083,65.38376484,29.95117379,106.1205736,2.20596016,377.0155616,49.57171252,677.2672088,-,Thermal fault 300°C-700°C,No diagnosis available,Warning,-,Thermal
119.3475681,385.1415211,95.9997745,266.3726483,129.8619722,3.604477919,8893.151672,16.11847741,273.8853821,-,-,Thermal fault LOW temperature,Warning,Ethane & Carbon Dioxide,Arcing
32.30893473,1312.446957,16.63590563,137.5083475,67.04386991,3.243952226,5464.707205,14.39110259,564.251016,-,PD,Discharges + overheating,Warning,Ethane & Carbon Dioxide,Overheating
3.465773054,1449.739385,54.12866717,35.69776682,42.33826753,0.308162981,9530.473772,44.00492401,1230.966471,-,Thermal fault 300°C-700°C,-,Warning,CO,Overheating
135.6364855,615.8903987,35.89236018,94.47881681,59.34143454,2.59826714,1786.662812,22.33166127,891.9450782,-,Electrical and thermal fault,No diagnosis available,Warning,CO? & CO,Overheating
42.35504895,336.7771209,36.4461294,260.0746385,132.1688425,0.401555135,4737.416904,30.98376119,919.1944248,-,-,No diagnosis available,Warning,CO? & CO,Thermal
97.46906092,74.75864182,1.983230548,148.1779417,43.95080148,3.361703354,8049.388948,40.60858764,1181.613302,-,Thermal fault,Thermal fault LOW temperature,Warning,-,Thermal
125.1730448,1293.134958,21.26072134,159.8549184,48.32083899,2.666790851,7210.180008,39.35123915,657.2806836,-,-,-,Warning,CO? & CO,Electrical
115.5532034,889.7889459,52.91905971,61.80789917,84.47145512,0.409281114,9536.068764,27.32546185,350.9820747,-,Thermal fault 300°C-700°C,No diagnosis available,Warning,-,Thermal
27.90440686,1365.051875,56.84556262,23.50282308,134.5305327,3.070523507,5141.996003,21.91782697,1231.341087,-,Electrical and thermal fault,Discharges + overheating,Warning,-,Arcing
129.4759237,324.9878943,34.75376642,387.0423569,120.0245569,4.712008338,9535.908055,15.20764435,1191.177637,-,Thermal fault 300°C-700°C,Discharges + overheating,Warning,CO,Thermal
128.9124115,1056.555341,51.59409519,100.6379088,146.0133011,1.784538539,4576.264292,21.1857983,665.8851775,-,-,-,Warning,CO? & CO,Thermal
108.4043791,1011.821435,41.79378407,391.615627,58.31181635,2.899709128,6177.968482,11.96976485,958.8603232,-,Thermal fault 300°C-700°C,Discharges + overheating,Warning,Carbon Dioxide (CO?),PD
15.45999281,525.4135772,54.99727893,129.9466394,45.85833136,3.945572731,9734.24874,36.07947438,283.2368924,-,-,Thermal fault LOW temperature,Warning,C?H?,Arcing
88.26457172,419.1299311,13.96262829,352.8553884,101.860621,1.53391085,10508.4906,45.94627711,174.1672597,-,PD,-,Warning,C?H?,Arcing
129.5605297,1497.814829,60.03812249,370.4920924,61.2801863,4.784427863,8372.058209,29.01177497,300.7818155,-,Electrical and thermal fault,No diagnosis available,Warning,Carbon Dioxide (CO?),PD
135.3739613,1328.242375,6.971589311,257.214887,42.21048575,0.901666856,6151.573365,23.3011432,1228.41954,-,-,-,Warning,C?H?,Arcing
39.78215528,157.2618119,42.52677353,78.09562211,27.47109909,0.503326278,6862.107746,13.39474004,390.6819453,-,Thermal fault 300°C-700°C,Thermal fault LOW temperature,Warning,CO,Thermal
73.03800883,536.0232741,49.24786574,96.69247409,112.1640311,2.255800593,7659.522977,32.68767607,1416.910031,-,-,Thermal fault LOW temperature,Warning,CO,PD
120.2535629,316.8185046,75.54677596,392.5821926,81.01920206,2.9935467,3676.341001,38.30737184,872.5088544,-,Thermal fault,-,Warning,C?H?,Thermal
125.282943,873.8435627,85.32690294,307.9439931,145.2727863,0.893209996,2536.294879,9.969596795,851.1355371,-,Thermal fault,No diagnosis available,Warning,Ethane & Carbon Dioxide,Overheating
0.147372035,588.0964632,82.61702645,185.6333426,53.54823834,4.78882709,6115.744238,37.67545755,1451.791414,-,Electrical and thermal fault,No diagnosis available,Warning,CO,Thermal
125.7436214,1443.960874,59.49451759,16.03984421,27.55840388,3.619969669,859.4241149,3.481671846,128.742574,-,-,Thermal fault LOW temperature,Warning,Carbon Dioxide (CO?),Arcing
100.6468743,1247.464527,81.50864982,10.95900797,108.6315359,3.451252606,3836.700351,0.203384657,780.7650566,-,-,Discharges + overheating,Warning,Ethane & Carbon Dioxide,Overheating
59.60363419,479.7578122,83.98349936,150.9053909,0.701308608,1.67291476,9290.722083,13.13411724,830.8815884,-,PD,No diagnosis available,Warning,Ethane & Carbon Dioxide,PD
34.7488709,884.6547266,55.59005772,174.8375233,149.4717542,0.75498634,3393.587826,30.10086692,340.1011626,-,Thermal fault 300°C-700°C,No diagnosis available,Warning,CO? & CO,Thermal
88.30940682,23.04976231,74.04685692,221.265663,63.03303425,1.197379164,829.8791087,43.25726501,387.1311709,-,Thermal fault 300°C-700°C,Discharges + overheating,Warning,Carbon Dioxide (CO?),PD
12.75303297,665.6803355,40.85502366,119.4431818,57.07033441,0.955230943,6691.818207,28.11310803,796.5410848,-,Electrical and thermal fault,No diagnosis available,Warning,C?H?,Arcing
64.12025981,646.5029851,87.83735553,102.6314232,50.70381639,4.559755318,10051.28389,12.72543104,1051.656841,-,-,Thermal fault LOW temperature,Warning,-,PD
146.5073991,288.1882525,8.371803945,137.0427613,71.50339654,1.543287113,5620.91634,42.79914314,1183.445715,-,-,Discharges + overheating,Warning,CO? & CO,Overheating
1.894832356,515.3389138,34.82489661,73.02452408,83.37506453,3.861589888,2352.399423,17.61221868,1353.743237,-,Thermal fault 300°C-700°C,Thermal fault LOW temperature,Warning,C?H?,Overheating
32.11181468,263.5031878,78.32404375,225.2379988,139.9153764,0.436899456,6972.367832,0.270028643,1166.994949,-,-,No diagnosis available,Warning,Carbon Dioxide (CO?),Electrical
35.83615192,65.63317577,82.20405236,282.6453041,141.948567,0.628799396,433.9090619,13.86917604,889.8449209,-,Thermal fault,-,Warning,-,Overheating
38.48305391,815.8946772,43.23447075,72.7619465,58.44933527,0.830301568,3115.466473,19.65304212,876.4995592,-,-,Discharges + overheating,Warning,Ethane & Carbon Dioxide,Arcing
146.7943404,1241.637032,34.97709292,298.3087201,147.2275357,4.550476834,6292.018349,35.19924337,1286.364461,-,PD,Discharges + overheating,Warning,Ethane & Carbon Dioxide,Electrical
123.3119606,420.3220465,29.75066106,68.70008596,5.121493837,3.596323896,10821.37854,4.574656023,82.33184031,-,Electrical and thermal fault,-,Warning,CO,PD
1.398761537,1474.265781,75.89958593,181.9045625,85.98394826,0.043290279,2137.025676,21.79596639,1356.75469,-,PD,No diagnosis available,Warning,Ethane & Carbon Dioxide,Thermal
70.68433824,438.4180105,23.9784778,14.19982914,46.5273284,2.103956581,10614.35947,31.46830621,1440.800143,-,Thermal fault,No diagnosis available,Warning,Carbon Dioxide (CO?),Arcing
91.81446612,1379.57333,93.6023084,368.2905052,58.73456724,0.380406573,8677.219734,49.04537265,1077.091878,-,PD,No diagnosis available,Warning,Ethane & Carbon Dioxide,Arcing
92.71241239,318.3183419,72.61532347,218.5678051,132.8764882,1.725790406,276.5787748,2.820917938,1170.747455,-,Thermal fault 300°C-700°C,Thermal fault LOW temperature,Warning,Carbon Dioxide (CO?),PD
42.03145287,1488.427059,42.53152581,40.67084905,86.31884119,0.77951289,4611.896407,9.387664465,125.019437,-,Electrical and thermal fault,Discharges + overheating,Warning,C?H?,Arcing
141.9942754,1406.327021,83.13620145,105.3303561,1.774374704,4.869184296,82.45189222,17.52622929,513.4733846,-,Thermal fault,-,Warning,CO? & CO,Electrical
74.77545331,984.4846267,17.90691296,280.2843312,127.3011585,1.465252579,8861.317848,2.295188331,1469.444924,-,Thermal fault 300°C-700°C,Thermal fault LOW temperature,Warning,C?H?,PD
10.83509775,127.988435,15.19860162,134.4134657,124.6186984,0.456895351,3116.660676,28.37006458,1137.390958,-,PD,Discharges + overheating,Warning,CO,PD
117.7686406,1401.711495,19.50778409,181.2072792,90.41992633,4.843805038,8474.911599,31.00993158,929.2723013,-,PD,No diagnosis available,Warning,CO,PD
36.48877555,521.7637901,26.09696717,64.33589763,144.8139689,0.107959262,9994.384463,6.687360799,394.6223664,-,PD,No diagnosis available,Warning,Ethane & Carbon Dioxide,PD
8.878124591,934.5664984,82.54969522,178.3672612,54.9875125,1.359494761,7572.071325,0.197888606,1243.706087,-,Thermal fault,No diagnosis available,Warning,Ethane & Carbon Dioxide,Thermal
22.52223908,70.38308021,52.29196917,280.8282405,133.546271,3.828971126,3573.403616,10.62636192,1191.733926,-,Thermal fault 300°C-700°C,Thermal fault LOW temperature,Warning,CO,Electrical
78.39783518,254.0653835,15.57478637,188.1556237,141.0004314,2.090403688,347.2169108,31.7208807,568.5018207,-,PD,No diagnosis available,Warning,Carbon Dioxide (CO?),Thermal
134.1670671,1342.816797,34.43819221,261.1833709,25.96086238,1.428428219,4159.463136,38.37186024,1010.075698,-,Electrical and thermal fault,-,Warning,Ethane & Carbon Dioxide,Thermal
106.7115531,577.4925154,43.64105624,132.1401373,7.813148913,3.63109208,687.5079745,36.60475935,591.2724718,-,-,Thermal fault LOW temperature,Warning,-,Arcing
34.42427362,916.7027292,47.88470248,125.2938771,123.1787765,2.16587351,6237.720313,29.26135207,282.0887964,-,Electrical and thermal fault,Discharges + overheating,Warning,CO? & CO,PD
51.39372936,319.8928887,8.341794661,127.9991976,14.9158157,2.708818038,8642.508054,31.87982237,938.4429733,-,Electrical and thermal fault,-,Warning,Carbon Dioxide (CO?),Electrical
44.45190605,1377.521354,98.27679327,349.0425513,99.50337269,1.033488804,3560.493781,45.23293941,370.2929931,-,Electrical and thermal fault,-,Warning,C?H?,Electrical
16.3490961,484.5116563,5.946701307,124.3769735,111.6213737,1.996111989,3205.298475,20.93699326,800.9389655,-,Thermal fault 300°C-700°C,-,Warning,C?H?,Electrical
32.24361458,993.0145999,6.398543912,80.57558345,148.6258988,1.641616199,877.8511323,31.43125031,1213.645811,-,Thermal fault 300°C-700°C,No diagnosis available,Warning,-,Overheating
104.3674125,251.9259216,21.0089797,71.1950613,67.60446753,4.44362821,3917.70722,14.11213937,239.5203662,-,Electrical and thermal fault,No diagnosis available,Warning,Carbon Dioxide (CO?),Overheating
145.1609102,273.4736617,54.98891078,233.0108579,16.69241722,3.099020294,269.5252717,46.73010562,507.5623725,-,-,-,Warning,Ethane & Carbon Dioxide,Arcing
50.86361513,70.22018329,1.56994516,253.8801826,140.0688968,4.053517772,6284.525476,24.13459126,795.3508682,-,Thermal fault 300°C-700°C,Thermal fault LOW temperature,Warning,CO? & CO,Arcing
8.206067483,1455.68653,87.74608688,288.7682491,89.1704525,1.745713298,600.4082632,43.95583327,505.3232508,-,Electrical and thermal fault,Discharges + overheating,Warning,CO? & CO,Arcing
92.09856788,708.1760782,86.17176008,315.4860803,9.228212997,0.51877495,1172.517974,6.204475995,1408.638952,-,PD,-,Warning,Carbon Dioxide (CO?),PD
125.4421712,337.015494,65.3683914,80.13107558,36.98117735,4.519359033,1162.393772,22.22974213,564.6129139,-,Thermal fault,Discharges + overheating,Warning,-,PD
144.3184459,190.1831969,49.38615076,203.0358751,90.34596619,3.933016221,5756.757886,22.89585455,338.2140159,-,PD,-,Warning,CO? & CO,Thermal
23.54572404,989.4477613,96.98352676,9.062890753,107.6614022,0.784489303,6961.351506,33.6380928,13.62786618,-,Electrical and thermal fault,Discharges + overheating,Warning,-,Arcing
61.16349341,1083.144689,22.13717973,166.2478335,76.85154617,2.030320343,6975.856724,26.47113545,1168.699549,-,-,Thermal fault LOW temperature,Warning,CO? & CO,PD
51.42419147,468.7157043,44.19848414,232.1621741,135.204664,0.15381951,2905.289573,7.254763247,1232.070371,-,Thermal fault,-,Warning,Carbon Dioxide (CO?),Thermal
0.742292527,1007.58183,82.34333171,153.1946255,18.89911953,1.187306088,5452.984104,0.188946215,3.994109254,-,Thermal fault 300°C-700°C,-,Warning,Ethane & Carbon Dioxide,Arcing
110.6462334,1028.249754,64.89961746,25.09976257,127.4638408,0.830997537,174.0216208,14.62545145,1012.57157,-,Thermal fault,Thermal fault LOW temperature,Warning,-,Electrical
73.06702426,838.3033333,85.86457722,85.6789826,24.16015142,1.195479336,7796.291677,34.1653016,186.8159189,-,Thermal fault,Discharges + overheating,Warning,Carbon Dioxide (CO?),Thermal
30.30811189,940.0414582,94.99699477,381.5852224,30.49004682,1.250856464,8605.202567,44.65880583,502.719645,-,Electrical and thermal fault,Discharges + overheating,Warning,Ethane & Carbon Dioxide,Overheating
58.70922526,291.2732617,64.16644753,117.2884454,30.58296392,1.957331485,1922.054207,41.15108156,85.38138389,-,Thermal fault,No diagnosis available,Warning,C?H?,Arcing
41.99416239,45.527159,91.87983909,44.68908908,4.062803947,0.313508373,6890.412476,27.84721565,596.6668788,-,PD,-,Warning,C?H?,Overheating
40.85154859,1032.006936,75.02698374,193.4955209,42.3132638,1.56261871,9562.540069,38.95316973,701.0730959,-,Electrical and thermal fault,-,Warning,Carbon Dioxide (CO?),Thermal
128.4781922,497.9539549,91.01903642,139.9000971,1.046254968,4.008911236,3458.3981,44.16543531,959.2374769,-,PD,Thermal fault LOW temperature,Warning,CO? & CO,Overheating
119.3602419,936.0229166,85.19882757,6.391131417,0.53392023,3.291853887,2673.133994,16.91107814,663.6404001,-,Thermal fault,Thermal fault LOW temperature,Warning,CO? & CO,Arcing
88.4419765,797.0955998,11.89524234,337.6446794,105.0064531,2.007188942,9062.819941,7.476885852,96.52812591,-,Electrical and thermal fault,-,Warning,Carbon Dioxide (CO?),Electrical
149.5901214,669.2853765,46.55874281,117.5840648,139.2443136,2.739672694,5881.43387,47.78144257,918.1902698,-,Thermal fault,-,Warning,-,Electrical
116.8029962,701.3416884,35.57996806,199.0080482,89.69431555,2.327140199,4928.898055,34.27064211,1271.464222,-,Thermal fault,Thermal fault LOW temperature,Warning,Carbon Dioxide (CO?),Arcing
47.58307537,548.3841496,8.00654206,62.28568362,96.22806362,4.926211348,6937.542071,24.56977185,1344.444238,-,-,Discharges + overheating,Warning,Ethane & Carbon Dioxide,Thermal
112.97883,603.3145926,38.25067543,167.7587665,3.57329248,2.655474944,4805.820052,37.26774845,1268.972852,-,Thermal fault 300°C-700°C,No diagnosis available,Warning,Ethane & Carbon Dioxide,PD
65.69621881,417.570598,92.27435685,172.7831951,143.1533998,2.288142041,10052.33021,20.58292188,883.3431807,-,Thermal fault,-,Warning,Ethane & Carbon Dioxide,Thermal
101.6427224,701.8006608,84.42758961,220.5728239,132.3529489,3.623176145,5456.592479,22.35468771,51.82000805,-,PD,Thermal fault LOW temperature,Warning,C?H?,Overheating
135.0458857,281.1277152,94.54590164,260.4379063,104.241226,4.464525661,9502.688261,20.53493669,721.4384565,-,Thermal fault,Discharges + overheating,Warning,-,Overheating
112.0792469,710.2727314,39.51677105,124.0548764,69.59622961,2.173358247,7491.915219,1.499208716,1264.223568,-,Thermal fault,-,Warning,C?H?,Arcing
69.26790308,521.5938867,44.02892883,225.5722637,17.34057936,2.797683599,4869.131701,38.85687191,593.9150818,-,Thermal fault,Discharges + overheating,Warning,-,Arcing
73.75232962,583.5535616,91.62315334,133.9295932,143.1692515,4.591537148,6107.120538,2.824555765,1481.946833,-,Electrical and thermal fault,-,Warning,-,Overheating
8.654162726,1378.279235,50.96402813,383.779839,27.57510697,3.083289911,3712.583119,26.66314735,1240.961525,-,-,Discharges + overheating,Warning,-,PD
87.32358478,132.1725825,99.5770418,214.2750048,51.89790531,1.280874236,2237.847405,39.94206968,1284.45502,-,Electrical and thermal fault,Thermal fault LOW temperature,Warning,Ethane & Carbon Dioxide,Overheating
36.01088717,1000.04334,91.10628155,292.0489741,144.7534852,4.33204911,6172.746591,9.42823401,1205.434398,-,PD,Discharges + overheating,Warning,Ethane & Carbon Dioxide,Arcing
88.27262385,1051.687473,27.27462348,69.9996447,95.87667199,4.864505125,7638.043707,24.06873795,601.5843723,-,PD,Thermal fault LOW temperature,Warning,Carbon Dioxide (CO?),PD
143.0280367,62.46799928,0.852527202,77.89586971,74.24810284,0.568449987,235.369456,39.23004638,691.7935619,-,Electrical and thermal fault,Thermal fault LOW temperature,Warning,C?H?,Overheating
85.60867119,944.3746155,46.40156017,203.4825654,133.4900585,3.226742242,5176.118989,21.06585693,1221.602916,-,Thermal fault,No diagnosis available,Warning,CO? & CO,Overheating
